no.,bib,short title,author,auth_dates,date,008,edition,city,publisher,printer,extent,format,ills,bibliog,collection,long title,full tp,half tp,running title,notes,note text,para_count,paratype,paratext,epigraphs,prim_narr,sec_narr,narr_notes,subscribers,inscriptions,ins names,marginalia,marg_type,translation_claim,auth_claims,auth_text,claim_types,advertisements,works,nouns,adj,adv,names,verbs,objects,holding_institution,cataloger,record date,cat_institution,reviewer
60,99866823503681,Theodore Cyphon:,"Walker, George,",1772-1847.,1796.,1796,,London,"Printed for B. Crosby, No. 4, Stationers Court, Ludgate Street.",,3 v. ;,Duodecimo,,ESTC (RLIN); N46901,,"Theodore Cyphon; or the benevolent Jew: a novel. In three volumes. By George Walker, author of the House of Tynian, &c. Vol. I.",True,False,Theodore Cyphon.,2,"Written in pencil on front free end paper of vol.1: ""Walker""; Bookplate on front paste down end paper of vols.1, 2, and 3: ""Francis Duke of Bedford. Oakley House.",3,"Footnotes, Preface","Preface; Preface.; Front; v.1; Transcription of first sentence: ""It has been observed a thousand times, that the Spartans caused their slaves to be intoxicated, that their children might abhor the detestable vice: so those, who would deter others from crime, must hold up example and deduce consequences.""| Footnotes; Middle; v.1; Located on p. 236. Reads: ""This song may be had, set to music, at G. Walker's, No. 106, Great Portland Street.""| Footnotes; Middle; v.2; Located on p. 128. Reads: ""A trasaction like this took place, not out of rememberance, nor a hundred miles from Nottingham.""","1: Ah! wilt thou then recall the seene of woe,--- and teach again my scalding tear to flow?--- Thou know'st not how tremendous is the tale;--- my brain will madden, and my utterance fail.; 2: Anonymous; b: Paradise; c: Dante Alighieri; v: v.1; v: v.2; v: v.3; x: Lord Carlisle translation of Dante. Found in ""The Vision of Dante Alighieri: Paradise"" By Dante Alighieri and Paget Jackson Toynbee.",Third-person,,,,0,,False, ,,Author (text),True,Proper name,Fiction; Mixed Genre,The house of Tynian,Jew; Novel; Volumes; Author; House,Benevolent; Three,,Theodore Cyphon; George Walker; Tynian,,,University of Pennsylvania,DPL,6/29/18,University of Pennsylvania,IC
61,99871943503681,"The traditions, a legendary tale.","Sherwood,",1775-1851.,1795,1795,,London,"Printed for William Lane, Minerva, Leadenhall Street.",,2 v. ;,Duodecimo,,ESTC (RLIN); T62636,,"The traditions, a legendary tale. In two volumes. Written by a young lady.",False,False, ,2,"List of subscribers: vol. 1, p. v-xxviii.; Pressed leaf (gingko?) found between pages. 32 + 33",1,Subscribers' List,"Subscribers' List; List of Subscribers.; Front; v.1; Alphabetical, with subscribers with titles at the head of each letter.","a: ""Since in history events are of a mixed nature, and often happen alike to the worthless and deserving; insomuch that we frequently see a virtuous man dying in the midst of disappointments and calamities, and the vicious end their days in prosperity and peace: I love to amuse myself with the accounts I meet with in fabulous histories and fictions; for in this kind of writings we have always the pleasure of seing vice punished and virtue rewarded.""; 2: Addison.; b: The Tatler; c: Joseph Addison; v: v.1",Third-person,,,"His Grace the Duke of Atholl; Her Grace the Duchess of Atholl; The Rt. Hon. the Lord Bishop of St. Asaph, 3 copies; The Rt. Hon. Henry Addington, esq. M.P. Speaker to the House of Commons; Lady Andrews; The Honourable W. H. Ashton, Ch. Ch. Oxford; Francis Annesley, esq. M.P.; Henry Alexander, esq. Askeyton, Ireland, M.P.; Adams, Miss Mary; Adams, Miss, Lichfield; Aisley, Stephen, esq. Kensington Terrace; Alcock, Jos. esq. Treasury; Alcome, Miss; Alex, Mrs. J. Swaffham, 3 copies; Ambrose, John, esq.; Amyatt, Mrs. J.; Andrews, J. P. esq. Brompton; Annesley, Martin, esq. Reading; Arden, Captain, Lichfield; Ashwell, Miss, Lichfield; Aspinal, Mrs. Birmingham; Aubrey, Miss, the Grove, 3 copies; Only first page of subscribers' names recorded. Subscribers with royal titles at the head of each letter, alphabetical.",0,,True,Reader markings,,Author (text),True,Generic,Non-fiction,,Tradition; Tale; Lady,Young; Legendary; Two,,,Write,,University of Pennsylvania,AS,06/15/18,University of Pennsylvania,IC
62,99875323503681,"Elisa Powell, or Trials of sensibility :","Davies, Edward,",1756-1831.,1795,1795,,Dublin,"Printed for Messrs. Wogan, Byrne and Rice.",,300 p. ;,Duodecimo,,ESTC (RLIN); T178744,,"Elisa Powell, or the trials of sensibility: a series of original letters, collected by a Welsh curate.",True,False, ,2,"The 'Welsh curate' is Edward Davies.  Cf. BM.; First published by G. G. and J. Robinson, London, in two vols., 1795.",2,Poem,"Poem; Address to the Summer.; Middle; Located on pgs. 81-3. First sentence: ""Thou Summer, so lovely and gay,--- Ah, whither, so soon, art thou gone!""| Poem; Middle; Located on p. 97-9. First line: ""Hark, I strike the nuptial lay!",a: Mentem mortalia tangunt.; b: Aenid; c: Virgil; d: Mortal things touch the mind; x: Translation Source: https://en.wikipedia.org/wiki/Lacrimae_rerum,Epistolary,,,,0,,False, ,,,False, ,,,Trial; Sensibility; Series; Curate,Original; Welsh,,Elisa Powell,Collect,Letter,University of Pennsylvania,AS,6/12/18,University of Pennsylvania,
63,99888473503681,Eloise de Montblanc :,,,1796,1796,,London,"Printed for William Lane, at the Minerva Press, Leadenhall-Street.",,4 v. ;,Duodecimo,,"Blakey, D.  Minerva Press; p. 175.",,Eloise de Montblanc. A novel. In four volumes. Vol. I.,True,False,Eloise de Montblanc.,3,"Sometimes attributed to 'Lady Mary C--r.'  Cf. Blakey, D.  Minerva Press.; Bookplate on all four volumes, transcription: Margaret Smith Burges; Green bookmark ribbon in all volumes.",1,Preface,"Preface; Preface.; Front; v.1; Transcription of first line: ""If the author experiences the same Liberality from the Public as from the generosity of the Publisher, the female pen of seventeen would feel less fear at presenting to them a first attempt, un-aided by the Hand of Correction, and which, from the numerous imperfections with which it is replete, is open to their keenest censure."" Dated: ""June 4, 1796.""","a: ""Inured to sorrow from her tender years, her parents' ashes drank her early tears.""; 1: Sappho to Phaon.; b: Sappho to Phaon; c: Alexander Pope; v: v.1; v: v.2; v: v.3; v: v.4| a: Third-person", , , ,,1,M. Poulett,True,Words; Words; Reader Markings,,,False, ,Fiction; Fiction,,Novel,Four,,Eloise de Montblanc,,,University of Pennsylvania,IC,6/28/18,University of Pennsylvania,SH
64,99895513503681,Matilda and Elizabeth :,"Purbeck, Jane,",fl. 1791.,1796,1796,,London,"Printed by and for Sampson Low, Berwick Street, Soho; and sold by C. Law, Ave-Maria Lane, and Booker, Bond Street.",,4 v. ;,Duodecimo,,ESTC (RLIN); N34945,,Matilda and Elizabeth: a novel.,True,True, ,5,"'Rainsford Park' was written by the Misses Purbeck.  Cf. BM.; An epistolary novel.; Advertisements: v. 4, [3] p. at end.; On all four volumes front cover is bookplate from circulating library. Reads: ""Wiffen's circulating ibrary, 7, Royal Terrace, Richmond. Terms: Two pounds per annum. Twelve shillings per quarter. New octave works .......... 3d. per volume. 2d. per day to be paid on each volume detained beyond two days. Books neat and elegantly bound. Newspapers served in town & country. Periodicals erved as soon as published. Stationer, copper-plate engraver, printer &c. &c.""; Watermark of ""1794"" in all four volumes on half title page.",1,Poem,"Poem; Ode. A luxury of woe.; Middle; v.1; Located on p. 69. First stanza: ""What is the luxury of woe? ---Is it when grief the bosom tears? ---Tell me, O tell me, ye that know: ---Or when fell disappointment rears ---her scorpion head, and with a visage wan ---Weeps o'er the stroke that marks her iron doom; ---Or when wild apprehension dares to scan ---The web of withering woes that hang in fancy's loom, ---When the sisters dire that rose ---Through the sad Cimmerian grove ---With look unbidden dare to pry ---Into the dreary gloom of dark futurity?""","a: Smiles on the past Misfortune's brow, ---Soft Reflection's hand can trace, ---And o'er the cheek of Sorrow throw ---A melancholy grace; ---While Hope prolongs our happier hour, ---Or deepest shades that dimly low'r, ---And darken round our weary way, ---Gild with a gleam of distant day.; 2: Gray.; b: Ode on the pleasure arising from vicissitude; c: Thomas Gray; v: v.1; v: v.2; v: v.3; v: v.4",Epistolary,First-person,,,0,,True,Numbers; Words,,Author (text),True,Reference to other works,Mixed Genre,Honoria Somerville; Rainsford Park; Benevolent Quixote,Novel; Author; Volume,Four,,Matilda; Elizabeth,,,University of Pennsylvania,SH,6/27/18,Swarthmore College,IC
65,991068733503681,"Camilla: or, A picture of youth.","Burney, Fanny,",1752-1840.,1796,1796,,London,"Printed for T. Payne, at the Mews-Gate; and T. Cadell Jun. and W. Davies (Successors to Mr. Cadell) in the Strand.",,5 v. ;,Duodecimo,,ESTC (RLIN); N64129,,"Camilla: or, A picture of youth. By the author of Evelina and Cecilia. In five volumes. Vol. I.",True,False,Camilla.,1,"Transcription of bookplate on front paste-down endpaper: ""Cervus Lacessitus Leo Richard Brinsley Sheridan""; Transcription of bookplate on front free endpaper: ""Library of the University of Pennslyvania The Godfrey F. Singer Memorial Presented by Mr. and Mrs. Jacob Singer""",7,"Advertisement, Dedication, Table of Contents","Dedication; To the Queen.; Front; v.1; Transcription of first sentence: ""Madam, that goodness inspires a confidence, which, by diverting respect of terror, excites attachment to greatness, the presentation of this little work to your majesty must truly, however humbly, evince; and though a public manifestation of duty and regard from an obscure individual may betray a proud ambition, it is, I trust, but a venial - I am sure it is a natural one.""; Signed: ""Madam, your majesty's most obedient, most obliged, and most dutiful servant, F. d'Arblay.""; Date: ""Bookham, June 28, 1796.""| Advertisement; Advertisement.; Front; v.1; Transcription: ""The author of this little work cannot, in the anxious moment of committing it to its fate, refuse herself the indulgence of expressing some portion of the gratitude with which she is filled, by the highly favorable reception given to her two former attempts in this species of composition; nor forbear pouring forth her thanks to the many friends whose kind zeal has forwarded the present undertaking:----from amongst whom she knows not how to resist selecting and gratifying herself by naming the Hon. Mrs. Boscawen, Mrs. Crewe, and Mrs. Locke.""| Table of Contents; Contents of the First Volume.; Front; v.1| Table of Contents; Contents of the Second Volume.; Front; v.2| Table of Contents; Contents of the Third Volume.; Front; v.3| Table of Contents; Contents of the Fourth Volume.; Front; v.4| Table of Contents; Contents of the Fifth Volume.; Front; v.5",,Third-person,,,"His Royal Highness the Duchess of York, His Royal Highness the Duke of Gloucester, Earl of Ashburnham, Countess of Ancram, Viscount St. Asaph, Right Hon. Lady Henrietta Ashburnham, Right Hon. Lady Archer, Miss Abercromby, Miss Abrams, James Adams, Esq., Mrs. Agnew, Miss Alderson, Mrs. Allanson, Rev. Stephen Allen, Lynn, Maxey Allen, Esq. Lynn, Mrs. John Towers Allen, Mrs. Jane Allen, Samuel Anderson, Esq., Mrs Andre; v.1; The list is long and only the first page is recorded.",1,H. R. H Duke of York,False, ,,Author (text); Author (text),True,Reference to other works; Proper Name,Fiction,Evelina; Cecilia,Picture; Youth; Author; Volume,Five,,Camilla,,,University of Pennsylvania,IC,7/16/18,University of Pennsylvania,SH
66,991068823503681,The pavilion.,"Crespigny, Mary Champion de",d. 1812.,1796,1796,,London,"Printed for William Lane, at the Minerva Press, Leadenhall-Street.",,4 v.,Duodecimo,,ESTC (RLIN); T95847,,The pavilion. A novel.,True,True, ,2,"Published anonymously. By Mary Champion de Crespigny, whose monogram appears on t.p. of each volume within the legend ""Mens sibi conscia recti"".; Half title page for vol. 3 wanting. It seems to have been ripped out.",1,Dedication,"Dedication; To Sir Henry Martin, Bart.; Front; v.1; Running title for dedication is ""Preface."" Transcription of first sentence: ""Sir, Tho' my name is not annexed to the following volumes, I am persuaded you will know to a certainty the author, who freely confesses that to your most excellent father they were to have been addressed."" Signed: ""Your very faithful friend, and much obliged humble servant, The author.""",, , , ,,7,Eliz: Bateman 4 vols.; Eliz: Bateman 4 vols.; Eliz: Bateman; Eliz: Bateman; Eliz: Bateman; Eliz: Bateman; Eliz: Bateman,False, ,,,False, ,,,Pavilion; Novel; Volume,Four,,,,,University of Pennsylvania,AS,7/16/18,University of Pennsylvania,SH
67,991068823503681,The pavilion :,"Crespigny, Mary Champion de,",d. 1812.,1796,1796,,London,"Printed for William Lane, at the Minerva Press, Leadenhall-Street.",,4 v. ;,Duodecimo,,ESTC (RLIN); T95847,,The pavilion. A novel.,True,True,The pavilion.,2,"Published anonymously. By Mary Champion de Crespigny, whose monogram appears on t.p. of each volume within the legend ""Mens sibi conscia recti"".; Each chapter begins with chapter summary.",5,"Dedication, Errata","Dedication; To Sir Henry Martin, Bart.; Front; v.1; Transcription of first line: ""Sir, tho' my name is not annexed to the following volumes, I am persuaded you will know to a certainty the Author, who freely confesses that to your most excellent Father they were to have been addressed.""; Signed: ""Your very faithful Friend, and much obliged humble servant, the author.""| Errata; Errata-Vol. I.; Back; v.1| Errata; Errata-Vol. II.; Back; v.2| Errata; Errata-Vol. III.; Back; v.3| Errata; Errata-Vol. IV.; Back; v.4",,Third-person,,,,1,M H Norton,False, ,,Author (text); Author (paratext),True,Generic/Descriptive,,,Pavilion; Novel; Volume,Four,,,,,University of Pennsylvania,IC,7/10/18,University of Pennsylvania,SH
68,991076363503681,Austenburn Castle :,Unpatronized female.,,1796.,1796,,Dublin,"Printed by Thomas Burnside, For Messrs. P. Wogan, P. Byrne, J. Rice, J. Boyce, and W. Porter.",Printed by Thomas Burnside,2 v. ;,Duodecimo,,ESTC (RLIN); T142296,,Austenburn castle. In two volumes. By an unpatronized female. Vol. I.,True,True,Austenburn Castle.,2,Novel.; Vol. 2 was printed by John Barlow.,0,,,,Third-person,,,,1,Jn Gunkle,False, ,,Author (text),True,Generic/Descriptive,,,Castle; Female,Unpatronized; Two,Austenburn Castle,,,,University of Pennsylvania,IC,7/6/18,University of Pennsylvania,SH
69,991076393503681,"Agatha, or, A narrative of recent events :",,,1796,1796,,London,Printed for the author and sold by C Dilly. Poultry. Hookham & Carpenter. Bond Street & Allen & West. Paternoster Row.,,3 v. ;,Duodecimo,Ill.,ESTC (RLIN); T72449,,"Agatha; or, A narrative of recent events. A novel. In three volumes. Vol. I.",True,False,Agatha.,2,Engraved title pages.; Different illustrations on each title page.,2,"Footnotes, Poems","Poems; Fragment.; Middle; v.1; On p.75-76. First sentence: ""And then--when borne upon my bier ---Say, will not Emma shed one tear?""| Footnotes; Middle; v.3; Located on p. 5. Reads: ""Duty on Salt.""","a: Bid them be chaste, be innocent like thee; Bid them in duty's Sphere as meekly move.; 2: Mason; b: Epitaph on Mrs. Mason, in the Cathedral of Bristol; c: William Mason; v: v.1; v: v.2; v: v.3",Third-person,,,,0,,True,Numbers,,,False, ,,,Narrative; Event; Novel; Volume,Three; Recent,,Agatha,,,University of Pennsylvania,IC,7/9/18,University of Pennsylvania,SH
70,991077423503681,Memoirs of the ancient house of Clarendon.,,,1796,1796,,London,"Printed for William Lane, at the Minerva Press, Leadenhall-Street.",,3 v.,Duodecimo,,ESTC (RLIN); T54973,,Memoirs of the ancient house of Clarendon. A novel. In three volumes. Vol. I.,False,False,The ancient house of Clarendon.,1,Redwood Library stamp on title page of all volumes.,0,,,a: I left no business for this idle trade.; b: Epistle to Arbuthnot; c: Alexander Pope; v: v.1; v: v.2; v: v.3, , , ,,0,,True,Words,,,False, ,,,Memoir; House; Novel,Three; Ancient,Clarendon,,,,University of Pennsylvania,AS,7/9/18,University of Pennsylvania,SH
71,991078313503681,Edington :,"Hey, Richard,",1745-1835.,1796,1796,,London,"Printed for Vernor and Hood, Birchin Lane, Cornhill.",,2 v. ;,Duodecimo,,ESTC (RLIN); T66935,,"Edington. A novel. By Richard Hey, Esq. In two volumes. Vol. I.",True,False, ,1,Possible inscription covered by library bookplate,1,Footnotes,Footnotes; Middle; Located on pg. 83.; v.1,a: Domestic scenes are food for greatest minds.; v: v.1; v: v.2,Third-person,Dramatic dialogue,,,0,,False, ,,Author (text),True,Proper name,,,Novel; Volume,Two,Edington,Richard Hey,,,University of Pennsylvania,IC,7/9/18,University of Pennsylvania,SH
72,9912957033503681,"Travels in North America, /","Crespel, Emmanuel",,1797.,1797,,London,"Printed by and for Sampson Low, Berwick Street, Soho.",Printed by and for Sampson Low,"xxviii, 187, [1] p. ;",Duodecimo,,"Brown, J.C. Cat., 1493-1800,; 3:3864.",,"Travels in North America, by M. Crespel.",True,True, ,8,"Translation of: Voiages du R.P. Emmanuel Crespel, dans le Canada et son naufrage en revenant en France. Frankfurt, 1742.; Signatures: pi  A-H   I   (pi1 verso, pi2 verso blank).; ""The following description of the island of Anticosti was drawn up by Mr. T. Wright, ..."" (p.xii-xxviii).; ""Books just published by Sampson Low, No. 7, Berwick Street, Soho."" (p. [1] at end of book).; Bookplate on front paste-down endpaper, transcription: Ex Helen Godey Libris Wilson; Letter in the front of the book, transcription: To Sampson Low, Esq, On his 72nd birthday, this little work, printed and published by his father in 1797 is presented, in memorial of a connexion with the Book Trade as enduring as it is honorable - by his friend, Charles Welford.; Date: London November 18, 1869.; Transcription of book summary slip: Crespel (Emmanuel) ""Travels in North America cre"" (p.)60. Crespel (Emmanuel) Travels in North Ameria, with a narrative of his and Extraordinary Hardships and Sufferings on the Island of Anticosti; and an Account of that Island. London, 1797. Fine copy, complete with the very rare half title, half polished morocco, t. e. g. 12mo. £8 10s. (1672) *** Crespel went to America in 1724, and travelled through Cananda, from Quebec to Montreal by way of Michilimakinac, and Lakes Michigan and Huron; from thence he visited Niagara and Detroit, returning to Quebec by way of Lake Champlain. He has a good deal to say abount the Indian inhabitants of those wild regions. For a reprint of the original edition of 1742, see infra. Henry Stevens, Son & Stiles. 1929. My essay. Presentation copy to the son of the publisher (Sampson Low) on this 72nd birthday, Nov. 18th, 1869.; Transcription of purchase slip: HGH Bought This Crespel, (Emmanuel) ""Travels/in/North America,/by M. Crespel./With a/Narrative of his Shipwreck,/and Extraordinary/Hardships and Sufferings/on the/Island of Anticosti;/and an/Account of that Island,/and of the/Shipwreck/of his/Majesty's Ship Active,/and Others."" (London 1797, 1st English edition, after the French edition of 1742 and 1752) 12° - pp. xxviii, 137, plus 1 p. of book advts. This is complete, with what the Stevens 1926 Americana Catalogue calls ""the very rare half-title"". Bound in half polished dark brown morocco, with top edges of pages gilt. A presentation copy to the son of the publisher (Sampson Low of London) on Nov. 18th, 1869, the son's 72nd birthday. Pasted lightly to the 2nd blank leaf is an autograph letter reading as follows: ""To Sampson Low Esq on his 72nd Birthday This little work printed and published by his father in 1797 is presented, in memorial of a connexion with the Book Trade as enduring as it is honorable -- by his friend Charles Welford London November 18 1869"" HGW bought this in 1929from Henry Stevens Son & Stiles, London, for whom it was item #1672 in their great 1927 Americana catalogue at L8-10-0 ($41.) However, in her catalogue she did not put her cost in dollars, and J. A. Williams for S. T. Freeman & Co. was driven to independent work, which he did in very few cases. His 1937 appraisal was $60. (Note: This was the only Crespel edition owned by HGW at her death, but on account of our connection with Anticosti Island he had an especial interest for her, and for her me, roo. See other sheets for the other edition acquired by me after 1937. Father Crespel came to America in 1724. He travelled to Quebec to Montreal by a wide sweep which included Lakes Michigan and Huron. From Montreal he visited Detroit, Niagara and Lake Champlain. He wrote much of the Indians he found. On his voyage home he was he was shipwrecked on Anticosti Island, of which he tells in the letters to his brother which make up this book.); Signed: [illegible]",2,"Footnotes, Introduction","Introduction; Introduction.; Front; Transcription of first sentence: Some apology may be thought necessary for introducing to the Public the following narrative of a transaction which happened at so distant a period of time; but a recent event, the shipwreck of Lord Dorchester on the Island of Antiscosti, suggested an idea that the public would be glad to receive an account of a spot on the globe hitherto little known, even by name, except to those navigators who fail up the river of St. Lawrence.| Footnotes; Middle; Footnotes on p.7-8, 39.",,First-person,,,,1,Charles Welford,False, ,,Author (text); Author (paratext),True,Proper name,Mixed Genre,,Travel; Narrative; Shipwreck; Hardship; Suffering; Island; Account; Ship; Majesty,Extraordinary,Anticosti; North America,M. Crespel; Active,,,University of Pennsylvania,IC,7/19/18,University of Pennsylvania,DPL
73,991983723503681,Nature and art :,"Inchbald,",1753-1821.,1796,1796,,London,"Printed for G. G. and J. Robinson, Paternoster Row",,2 v. ;,Octavo,,ESTC (RLIN); T114292,,Nature and art. In two volumes.,True,True,Nature and art.,0,,0,,,,Third-person,Letters,,,0,,True,Words; Words; Reader markings; Reader markings; Words; Reader markings; Reader markings,,Author (text),True,Proper name,,,Nature; Art; Mrs.,Two,,Mrs. Inchbald,,,University of Pennsylvania,IC,7/3/18,University of Pennsylvania,SH
74,992861813503681,"A journey over land to India, partly by a route never gone before by any European /","Campbell, Donald,",1751-1804.,1797.,1797,,Philadelphia,"Printed by T. Dobson, at the Stone House No. 41, South Second Street.","Printed by T. Dobson, at the Stone House No. 41, South Second Street.","14, 17-424, 6, [2] p. (advertisements on last leaf) ;",Octavo,,ESTC; W27524,,"A Journey Over Land to India, Partly by a Route Never Gone Before by any European, by Donald Campbell, of Barbreck, Esq. Who Formerly Commanded a Regiment of Cavalry in the Service of his Highness the Nabob of the Carnatic. In a Series of Letters to his Son. Comprehending his Shipwreck and Imprisonment with Hyder Alli and his Subsequent Negociations and Transactions in the East.",True,False, ,1,"General notes (bookplates, library-related marginalia, other things not captured)",4,"Advertisement, Appendix, Conclusion, Table of Contents","Advertisement; Advertisement.; Front; Transcription of first sentence: The events related in the following pages, naturally became a frequent subject of conversation with my children and my friends.| Table of Contents; Contents.; Front| Conclusion; Letter LXIII.; Back| Appendix; Appendix. Letters from General Mathews. To the Court of Directors of the East India Company.; Back; Transcription of first sentence: Honourable Sirs, I have the honor of informing you of the success of your arms on the Malabar coast.","a: ---""Heu Quibus Ille Jactatus Fatis.""; b: Aeneid; c: Virgil; d: Ah, by what fatal disasters has he been tossed.; x: Google Books",Epistolary,First-person,,,0,,False, ,,Author (text),True,Proper Name,Mixed Genre,,Journey; Land; Route; Regiment; Cavalry; Service; Highness; Nabob; Series; Son; European; Shipwreck; Imrisonment; Negociation; Transaction,Subsequent,India; Carnatic; Barbreck; East,Donald Campbell; Hyder Alli,Gone; Commanded; Comprehending,Letter,University of Pennsylvania,IC,7/19/18,University of Pennsylvania,DPL
75,992861813503681,"A journey over land to India, partly by a route never gone before by any European /","Campbell, Donald,",1751-1804.,1797.,1797,,Philadelphia,"Printed by T. Dobson, at the stone house No. 41, South Second Street.",,"14, 17-424, 6, [2] p. (advertisements on last leaf) ;",Duodecimo,,ESTC; W27524,,"A journey over land to India, partly by a route never gone before by any European, by Donald Campbell, of Barbreck, Esq. Who formerly commanded a regiment of cavalry in the service of his highness the nabob of the Carnatic. In a series of letters to his son. Comprehending his shipwreck and imprisonment with Hyder Alli and his subsequent negociations and transactions in the east.",True,False, ,4,"Stamped on title page: ""Charles R. Hildeburn, No.""; In ink on tale of contents page: ""(Unintelligible) this (unintell.) by a friend --- March (unintell.)/1894 1803 to L(unintell.)--""; In ink on pg. 19: ""Lydia Riche""; In ink on pg. 5 of Appendix: ""Lydia Riche""",3,"Advertisement, Appendix, Table of contents","Advertisement; Advertisement; Front; Begins: ""The events related in the following pages, naturally became a frequent subject of conversation with my children and my friends.| Table of contents; Contents.; Front| Appendix; Appendix. Letter from GEneral Mathews, to The court of directors of the East India Company. (Referred to in the foregoing letters.); Back; Begins: ""Honourable Sirs, I have the honour of informing you fo the success of your arms on the Malabar coast."" Dated: ""Mangalore, March 16, 1783.""","a: Heu quibus ille jactatus fatis.; b: Works of Virgil; c: Virgil; d: Ah, by what fatal disasters has he been tossed.; x: Translation source: ""The Works of Virgil: Translated Into English Prose, as Near the Original as the Different Idioms of the Latin and English Languages Will Allow...""",Epistolary,,,,3,(unintel.) this (unintel.) by a friend --- March (unintel.) 2/ 1791(struck out) 1803 to LR; Lydia Riche; Lydia Riche,False, ,,Author (text),True,Proper name,Mixed Genre,,Journey; Land; Route; European; Regiment; Calvary; Service; Nabob; Series; Shipwreck; Imprisonment; Negociation; Transaction,Any; Subsequent,India; Barbeck; Carnatic; East,Donald Campbell; His Highness; Hyder Alli,Go; Command; Comprehend,Letter,University of Pennsylvania,DPL,7/23/18,University of Pennsylvania,SH
76,9934324693503681,The house of Tynian:,"Walker, George,",1772-1847.,1796.,1796,,Dublin,"Printed for P. Wogan, P. Byrne, W. Jones, and J. Rice.",,2 v. ;,Duodecimo,,"English novel, 1770-1829,; 1795:46",,The House of Tynian. A Novel. In Two Volumes. By George Walker. Vol. I. ,True,False,The House of Tynian.,3,"On title page of volume. Written in ink, ""Eliza Harding""; Vol. 2 has imprint:  Dublin:  Printed for P. Wogan, P. Byrne, W. Jones, J. Rice, and G. Folingsby.; Book Summary Slip: Anti-Goodwinian Walker, George. The House of Tynian. A Novel. Dublin: printed for P. Wogan, P. Bryne, W. Jones, J. Rice, and G. Folingsby, 1796. Two vols, 12mo, outer margins in vol. II lightly discoloured by damp, some other stains and general signs of use, corners torn from a couple of leaves (not affecting text), contempary calf, neatly rebacked. One of the two Irish editions to appear in 1796; originally published in four volumes at the Minerva Press in the previous year. Walker was a London bookseller and author of ten or eleven novels, the best known ofwhich is the vagabond, a very clever and high.y amusing burlesque on the ""new philosophy"" of William Godwin, Mary Wollstonecraft et al. As a distributor of all sorts of fiction, Walker was able to adjust the types of novel he wrote according to contemporary literary demands. Aside from Gothic fiction, novels of radical ideas and the tractarian fiction of the so-called polemical school of Godwin, Bage and Holcroftwere in high demand: ""Social horrors and the terrifying climate ot adversary politicalideas were frequently presented to readers by way of Gothic paraphernalia and symbols in these novels. Walker's contribution to the Gothic novel of ideas, TheHouse of Tynian, mixes humanitarian sentiment, Gothic intrigue, and rationalist polemics to expose the weaknesses in Godwin's anarchic theories. it is a novel of both forbidden chambers and forbidden social ideas... Much traditional Gothic activity does on within the House... but Walker was intent on getting beyond the usual Gothic gadgetry or to use the gadgetry to make a point. He hoped to instruct and reform the reader with respect to the dangerous wrongness of the cult of ego which he found in Godwin's theories of individual freedon."" -Frank. Cf. Block, p. 247; Raven and Forster 1795:46; Frank, The first Gothics 462.
		",1,Preface,"Preface; Preface; Front; v.1; Transcription of first sentence: The chances of human life are so multiform and uncertain, that no proverb is of more general application, and like other things, which are daily  and hourly before us, is heard with indifference.","a: ""Of mortal glory, Oh! Soon darken'd ray! Oh! winged joys of man, more swift than wind! Oh! fond desires, which in our fancies stray! Oh! trait'rous hopes, which do our judgments blind!""; 2: Drummond; b: The Poems of William Drummond of Hawthornden: With Life, by Peter Cunningham; c: William Drummond; v: v.1; v: v.2",Third-person,,,,1,Eliza Harding,False, ,,Author(text),False, ,,,House; Novel,Two,,Tynian; George Walker,,,University of Pennsylvania,DPL,7/5/18,University of Pennsylvania,IC
77,9934510863503681,Love's pilgrimage :,Deceased friend.,,1796,1796,,Dublin,"Printed for P. Wogan, P. Byrne, W. Jones, J. Rice, and H. Fitzpatrick.",,"vi, 286 p. ;",Duodecimo,,ESTC; N33909,,Love's pilgrimage: a story founded on facts. Compiled from the journal of a deceased friend.,True,False,Love's pilgrimage.,0,,1,Preface,"Preface; Preface.; Front; Transcription of first line: ""In an age and country when every subject of story-telling has been exhausted, and yet there is a constant demand every season for a new crop of books for the Circulating Library; it is easy matter for a writer to fix upon any subject that can be made to wear the appearance of novelty.""","a: A true devoted pilgrim is not weary---To measure kingdoms with his feeble steps;---Much less shall he who hath Love's wings to fly,---And when the flight is made to one so dear.; 2: Shakespeare; b: The two gentlemen of Verona; c: William Shakespeare; x: On title page.",Third-person,Letters,,,1,Dr CH Humphrey Cherryville PA,False, ,,Author (text); Editor (text),True,Generic/Descriptive,,,Love; Pilgrimage; Story; Fact; Journal; Friend,Deceased,,,Found; Compile,,University of Pennsylvania,OF,7/3/18,Carnegie Mellon University,SH
